id,text,bank,rating
486817,"Господдержка Добрый день!Обратилась 24.01 в отделение банка,для заявления на погашения ипотеки за счёт государственной поддержки многодетных семей и тут началось…Первый момент это не владение информацией о рассмотрение заявления касающиеся дом.рф.Один специалист говорит 20дней другой от 14дней до 2х месяцев,на горячей линии месяц!Заявление дом рф возвращает третий раз на доработку в банк и это за одну неделю,аргументируя вину сотрудника ВТБ,на мои запросы связаться со мной ,тишина!Что это за работники такие!!!",vtb,0
528900,"Виза оказалась не такой уж бесполезной На МИР я переходить не хотел из личных соображений, а виза казалась бесполезной сейчас. Тем не менее я повелся на рекламу Бесплатной карты виза в Газпромбанке. И знаете что? Понял, что ошибался по поводу бесполезности. Потому что вчера я увидел, сколько кэшбека мне в целом накапало. Партнеры ГПБ, которые как раз-таки предоставляют кэшбек, как на подбор для моего образа жизни и вкусов, курсы в гикбрейнс, алик, рибук, МТС. Покупаю там очень часто вот и набежал кэшбек очень приличный. Самое интересное, что за карту я заплатил 0 рублей",gazprombank,2
512025,"Продление вклада. Оочень долго обслуживают, примерно по 30-40 минут одного человека. работает только один сотрудник в отделении. Девушка подробно рассказывает.",sovkombank,1
464951,"Некомпетенстность сотрудников. Добрый день. Взяли с женой кредит в данном банке (договор кредитования №19**** от 08.04.2019) под залог квартиры (договор ипотеки №19**** от 08.04.2019). Появилась возможность продать квартиру и тут начались странности. Онлайн поддержка чата на все вопросы о том как нам продать квартиру находящуюсь в залоге, просит обращаться в любое отделение Совкомбанка. В отделении Совкомбанка менеджеры отвечают ""Не знаем как Вам помочь в данной ситуации, это банк восточный и Вам нужно обратится к ним"". Снова обращение в онлайн поддержку и по телефону и снова ответ ""Обратитесь в любое отделение Совкомбанка"". Когда мы приехали в отделение уже в третий раз, менеджер попросил нас написать заявление с просьбой разрешить продажу квартиры и для ускорения вопроса обратится к менеджеру Даниилу в отделении Совкомбанк на войковской. У нас приняли заявление и мы поехали к Даниилу. В отделении на войковской Даниил нам сообщил следующее ""Вопрос никак ускорить не получится потому что банк не имеет представления где находится закладная"". Дальше уже комментировать в принципе нечего. Сидим на месте ровно, платим проценты по кредиту, потому что банк не может предоставить разрешение на продажу, т.к потеряли залоговую....Разрешение на продажу и порядок действий для снятия залога от банка нам нужны для того чтобы новый покупатель смог внести аванс и быть уверенным, чтоб банк не станет препятствовать снятию залога после досрочного погашения кредита. Но клиента на покупку квартиры мы потеряли, ибо банк сразу стал ставить препятсвия....",vostochnyj-ehkspress-bank,0
490687,"Общее впечатление о премьер сервисе. Постоянно тупит начисление кешбек, нужно самому все перепроверять и по 10 раз звонить в банк и писать в приложение, чтобы скорректировали начисления.За границей обещанное снятие без комиссии не работает :(",tinkoff-bank,1
455174,"Тинькоф инвестиции так себе приложение!! Отличное мобильное приложение, с отвратительной службой поддержки, конкретно говорю за Тинькоф инвестиции приложение работает через раз и даже если ты прав, с них спросить нереально!! Да отзыв наверно не самый хороший), но может сделают вывод и улучшится работа приложения.",tinkoff-bank,1
460954,"Обман банка Брали кредит 2012/2013 год сумма была около 300000 своевременно оплачивали его. Потом банк ушёл из Самары ,стала оплачивать кредит через банк открытие.. Кредит был закрыт..Через какое-то время приходит решение суда ,что я не доплатила сумму и по суду присудили выплатить 21218 мною эта сумму была погашена 04.2020 (справка имеется )  Зашла на гос услуги и тут вясняется ,что на мне долг уже от Кредит Экспресс они в суд подали по тому же договору банка Траст!! И сумма 206132,94( сумму долга 192647,61+ исполнительный сбор 13485,33)Сейчас приставы хотят с меня получить эту сумму !! Помогите решить этот вопрос !!",trast,0
428486,"Навязывают кучу доп. страховок, даже не предупреждая о них! нужно было читать отзывы !! к основной страховке добавили еще 2 на 38т.Прихожу в банк для отказа от них, меня посылают в страховую, звоню в страховую- посылают в банк, это худшее заведение данного типа",gazprombank,0
485499,"Дебетовые карты, карточки. В принципе карты работают. Контакт центр старается. Но чего-то не совсем то. Не намерены ли закрыть некоторые карты или поменять на новые виды карточек? Извиняюсь.",tinkoff-bank,1
463094,"Посещение банка Обратились в офис г.Гаврилов-Ям ул. Советская д.22 по поводу вложения сбережений. Специалист Вера уговорила вложиться в приобретение инвестиционных паев, проговорила все кроме самого важного: что берется сразу же услуга банка в размере 2% это ты еще ничего не сделал , а уже в минусе, не говоря уже и о том , что при выводе денег заплатишь еще 2% от суммы. Консультация данного специалиста не квалифицированная, вводит клиента в заблуждение, не проговариваются ни какие подводные камни. Разочарование полное. Управляющий так же не дал вразумительного ответа, его пожелание было дайте время, что бы вернуть даже свое.",rosselkhozbank,0
481508,"Плохой банк Никогда не берите эту карту! Внесла платеж в срок, через 15 дней мне позвонили и сказали, что у меня просрочка и нужно внести 50 рублей процентов!",mts-bank,0
439076,"Процент по кредиту наличными Заполнила заявку онлайн в приложении, процент не был указан. Когда её одобрили, было предложено сразу воспользоваться с суммой и на сколько даётся кредит - без указаний подробных условий или пометки где из посмотреть. Не в первый раз замечаю такое в Тинькофф.",tinkoff-bank,1
429442,Клиентская поддержка сломалась Ухудшилась компетенция клиентской поддержки. Тема обращения - возврат средств за не оказанные услуги . Операторы писали отписки и не отслеживали исполнение обращения. При этом - до конца вопрос не решился.,tinkoff-bank,0
528892,Кредитная карта Пользуюсь очень доволен! Переводы и траты тоже даются в растрочку! Рекомендую всем друзьям и родственникам!,sovkombank,2
517669,Справки для госслужащих Заказав каждый год одну и ту же справку не дают полную информацию о счетах моих. Почему то одни показывают другие нет . К чему потом меня не работе ругают . Что счета не закрыты к в справке из нет .,sovkombank,1
478351,"Газпром Банк  портит кредитную историю☝️ буду писать всегда и везде... В 2019 году пришёл брать кредит 80т.р. На ремонт квартиры, подал заявление подали документы конечно денег не увидишь пока ты документы не подпишите, я и подписал все документы,  уточнял каждые 3 дня ждал 1,5 недели о зачислении денег на счёт, но не дождался пошёл отказываться от кредита, подошёл к сотруднице банка и я ей сказал о том что я хочу отказаться от кредита изабрать документы чтобы пойти в другой банк, сотрудник банка сказала о том что все документы остаются и можете идти я и ушел. Через 1 год ко мне приходит СМС о том что не хватает денег на счету для оплаты кредита, я тут сразу иду в банк писать заявление в центральный банк во Владивосток не знаю отправили или нет моё заявление. После всего этой бегатни, у меня попортили кредитную историю...",gazprombank,0
454343,"Общее впечатление Нахваливать не буду. Очень много косяков. Начиная с поддержки, заканчивая бухгалтерией. Зато дозвониться можно быстро в любое время суток. За небольшое знакомство с банком сложилось впечатление полного пофигизм. Иногда забывали обо мне( писали что рассмотрят мои заявки) и вспоминали, когда я начинала написывать и названивать.  Но много и приятных моментов. Например быстрая доставка карт в любую точку моего нахождения. Думаю, что персоналу просто не хватает времени и профиссинализма.",tinkoff-bank,1
489687,"Неправомерное списание денежных средств,срочно прошу разобраться,иначе придётся обращаться в суд! Я военнослужащий,получаю 50% от зарплаты в вашем банке,а другие 50% плачу алименты. 10.02 была зарплата,так её всю списали и оставили без средств к существованию. Хотя ранее всегда возвращали,потому что они закодированы как 50% от зарплаты,вы не имели право её трогать! Как мне по вашему жить теперь?",gazprombank,0
465802,"С банком лучше не работать. О работе с кредитно-дебетовой картой ""МТС-Банка"" не могу сказать ничего хорошего. При заключении договора менеджеры обещали огромный кэш-бек, который оказался в последствии фикцией, т.к. потратить его можно только на оплату телефонного номера МТС. Когда у меня списали без моего ведома сумму со счета, я попытался узнать - почему. В результате - на мои письма никто не отвечал, по бесплатному телефонному номеру дозвониться до менеджера банка так и не удалось.Закрыть карту с первого раза тоже не смог. И все эти месяцы, когда я с ней не работал, шла абонентская плата, начисление которой мешало закрытию счета. Плюнул, перестал платить. И как результат - плохая кредитная история в НБКИ. Скрывать договор не буду - 000****.",mts-bank,0
535603,"Я за МИР-JCB Обратить внимание на дебетовые карты Газпромбанка посоветовала знакомая, которая пользуется умной картой виза голд. Из того списка, что предлагает ГПБ, мне понравилась Умная Мир-JCB. Очень много чего в себе сочетает: бонусы к накопительному счету до 21%, кэшбэк до 35% у партнеров, разные скидосы от систем Мир. А скидосы я люблю больше всего. Очень выгодные покупки получаются.",gazprombank,2
528480,"Дебетовая карта Пользование халвой удобно, возвращаются проценты от покупок. Также можно оформить кредит наличными, страхование, ипотеку на выгодных условиях.",sovkombank,2
524209,"Пополнила карту на 7000 до 21:00, пришло смс о зачислении средств, а баланс не изменился. Не корректно отображался баланс денежных средств на карте. После обращения изменился баланс карты в лк",sovkombank,1
533654,"Хочу ещё больше бонусов и рассрочки Очень удобна в нашей жизни, можно бонусы заработать, мне с ней легко и просто👍👍👍Рекомендую приобрести карьу Халва и пользоваться с удовольствием",sovkombank,2
513630,"Карта халва Удобно, когда нет собственных средств, карта халва выручает. Партнёры доступны. Но виснет приложение, Где-то не проходит как партнёр. Где-то глючит не засчитывают бонусы. И тратишь время на разборки, в ситуации",sovkombank,1
529868,"Самый лояльный банк в России Уже с 14 лет решил себе оформить дебетовую карту, но не знал какого банка лучше. Друзья и родственники предлагали много вариантов, но сошелся на Тинькофф. Отзывы были положительные и оформил карту Tinkoff Black, притом была акция с пожизненный бесплатным обслуживанием. ""Вау"" - подумал я, а когда еще узнал про такое явление кешбек, то решил оповестить всех своих друзей о акциях невиданной щедрости. Конечно можно долго нахваливать все преимущества карты, но хотелось бы отметить отдельно работу поддержки банка. Работают на совесть: отвечают кратко и по существу. Вообщем, рекомендую!)",tinkoff-bank,2
462693,"БЕЗДАРИ,ИГРУШЕЧНЫЙ БАНК Имеется карта.Пользовался путём хранения на ней денег и переводов через приложение.Тут вдруг не смог войти в приложение пишет - тех работы.Звоню в клиентскую поддержку из приложения прям тыкаю попадаю на каких то вообще левых людей которые именуют себя как операционное бюро пластиковых карт я им задаю вопрос кто мне может помочь?они говорят примерно так - мы ничем не поможем звоните вот туда то туда то.Спрашивается на&@я тогда вообще этот номер в приложении подписан как клиентская поддержка если ничего решить не могут ? Собственная поддержка работает только по будням и то по телефону они не консультируют нужно писать им толи в телеграм толи ещё куда.При этом всем в огромнейшей Москве если вы ходите обратиться лично в центр банка то вы его не найдёте максимум 1.Господа я всем советую отказаться от услуг данного банка.Это не банк,это так суета какая то.",vesta-bank,0
532546,"Благодарность Добрый день, пользуюсь тарифом «Тинькофф премиум» очень доволен тарифом и выделенной линией поддержки, очень вежливые сотрудники, проявляющие эмпатию и заботу о клиентах. По каким бы вопросам не обращался, всё помогали решить, даже пополнить сбермобаил с карты тинькофф без доступа в интернет. Если вопрос сложный, то сотрудники всегда перезвонят с ответом, не заставив долго ждать",tinkoff-bank,2
532560,"Хочу сказать благодаря этой карты, у меня теперь совсем не выщитывают деньги, плюс копиться кэшбек Хочу сказать, Тиньков банк очень надежный , молодёжный и приятный банк , техподдержка работает 24/7часто помогали решить проблемы,которые я просто не смог бы сам решить.Рекомендуют",tinkoff-bank,2
528857,"Отзыв об использовании карты Халва Пользовалась картой Халва и осталась довольна! Быстро реагирует служба поддержки,  все вопросы решаются.",sovkombank,2
459908,"Ужасно тормозят процесс Взяла кредит наличными под залог недвижимости в 2020 году. Все прошло электронно, правда приезжал только курьер, в принципе с выдачей денег и сроками ничего не могу сказать, эденьги нужны были,но не прям срочно, в тоне все получила двумя частями как и все!!! Ноооо....дальше вот пошли проблемы. Банк уверял,что после закрытия кредита при полном погашении, он закроется автоматически через день, а далее в этот же день направляется информация в Росреестр для снятия обременения. Однако, несколько раз уточнила у операторов закрыт ли кредитный договор, так как закрыла я его 18.10.2021, да, отвечали они дружно!!! По состоянию на 24 октября никакой информации от Росреестра нет,хотя по идее, у них на снятие уходит 3 рабочих дня. Так как же возникло такое, что в понедельник кредитный договор закрылся, а информации в Росреестре до сих пор нет, а сегодня 25.10.2021. ужасный подход, при том,что из-за вас у меня может сорваться продажа квартиры. К тому же с вашим банком взаимодействую длительное время, есть и кредитная карта, и небольшой кредит.Ни разу просрочки не было, а в итоге такая скорость, хотя говорили иное",tinkoff-bank,1
460897,"Отвратительная работа отделения. Отвратительная работа отделения, 2 сотрудника на всё отделение, работают очень медленно. В очереди находимся более 40 минут, просто получить готовую карту.",vtb,0
426932,"Навязанные обманным путем доп. услуги При обращении в офис по адресу г. Казань Проспект Победы 39 от 29.09.2021 года для оформления кредитного договора, мне обманным путем была навязана страховка ""Медицина без границ +Антикорона"" от СК ""Реннесанс Жизнь"" на сумму 23000 руб. на один год (сотрудница банка уверила меня, что эта страховка является ОБЯЗАТЕЛЬНЫМ условием для получения кредита).Так же мне был навязан Сертификат на юридическую помощь от ЕЮС  сроком на 1 год на сумму 4500 рублей (сотрудница вообще не уведомила меня, что этот сертификат стоит дополнительных денег).Уже дома, проанализировав расходы по кредитному счету и ознакомившись с предложенными мне документами, я понял, что меня обманули.30.09.2021 мною были отправлены заказные письма с описью и уведомлением о вручении на адреса СК ""Реннесанс Жизнь"" и ООО ЕЮС о расторжении договоров в силу периода охлаждения для страховки от СК ""Реннесанс Жизнь""  и обманного пути продажи сертификата ООО ЕЮС сотрудником ГПБ. Реннесанс письмо получил - нет реакции. ЕЮС - не забирают письмо с почты.Так же поднял заявку через систему обратной связи ГПБ - никакой реакции от сотрудников банка.У меня нет вопросов по медстраховке СОГАЗ, которая является частью кредитного договора и на которую я согласился осознанно. Но вот обман на 27500, при том, что я и так купил дорогую страховку, это не лезет ни в какие ворота. Дальше, видимо, придется писать жалобу регулятору и в суд.",gazprombank,1
449996,"отрицательный отзыв Норвик Банка отрицательный отзыв Норвик Банка связан с тем, что банк навязывает дополнительные дорогостоящие услуги по страхованию, вводит клиента в заблуждение об условиях страхования, препятствует расторжению договора страхования, сотрудник банка может не принять или, приняв, разорвать письменное обращение (претензию) клиента. В случае возврата на счет банка денежных средств по страховке, банк денег не выдает клиенту, не дает возможности клиенту снять со счета деньги, распоряжается деньгами без предварительного уведомления клиента, без согласия клиента. Норвик Банк грубо нарушает законы РФ в сфере финансовой деятельности, грубо нарушает условия договоров, заключенных с клиентами. Сотрудники банка могут давать противоречивую информацию клиенту, что может свидетельствовать об их некомпетентности, либо, напротив, взаимоисключающая информация дается клиенту сотрудниками банка намеренно",norvik-bank,0
524478,"Вежливые соотоудники «Вежливые сотрудники связались с нашей организацией. Лично приехали к нам в организацию предложили оформить карту Халву. Рассказали, как пользоваться картой выдали брошюры в каких магазинах- портнерах можем приобретать товар и копить бонусы. Оформили карту сразу. Что очень удобно никуда не надо ехать, ждать очередь.",sovkombank,1
453312,"раньше был лучше! Обслуживание уже не то:( Банк отличный, современный, всё работает удаленно, класс. Но к сожалению, обслуживание все хуже. Такое ощущение, что поддержка банка - это люди с улицы, а иногда даже хуже, чем роботы. Отвечают на вопрос, не вдумываясь в смысл, по шаблону. Иногда откровенную чушь. Очень жаль что это так. Раньше банк точно был лучшим. Чувствую себя бабулей, заявляя: а раньше был лучше!",tinkoff-bank,1
533815,"Разработчики молодцы Классное приложение! Походу разрабы учли все основные моменты, которые нужны человеку для своих операций - переводы, открытие счетов и прочее, и сделали максимально простой и понятный интерфейс. Не нужно делать вагон лишних телодвижений, чтобы получить конечный результат. Пять баллов!",gazprombank,2
528634,Благодарность Была в вашем банке . Обслуживание всегда на высшем уровне !!! Спасибо компетентным сотрудникам Банка!!,sovkombank,2
464420,Кредитная карта zero Печальный опыт. Сотрудники некомпетентные. Насчёт комиссии врут или недоговаривают. Скрытые условия. С самого начала использования карты и по сей день приходится во всем разбираться самой. В приложении недоделки. Никогда и никому не посоветую этот банк. Одна нервотрёпка.,mts-bank,0
464623,"Страховка навязанная. Взял кредит на сумму 500000 рублей, оплатил страховку в приделах 110000 рублей, в процессе ознакомления выяснилось что 86000 руб это ""согаз""обязательная страховка на весь период кредитования, а остальное какие-то доп. услуги. Так вот вопрос, если я откажусь от доп страхования, процентная ставка выростит до базовой сотрудник банка не смог дать уверенный ответ.",gazprombank,1
528942,"Отличный Банк. Был клиентом многих банков Тинькофф для меня стал лидером среди всех. Отличное обслуживание быстро, качественно все нужные ответы легко найти в личном кабинете так же отличная мобильная связь.",tinkoff-bank,2
531218,Рекомендую всем Давно и с удовольствием пользуюсь дебетовой картой.Оптимальный интерфейс и структура мобильного приложения.Оперативная работа техподдержки.Не надо ждать 10-15 минут для соединения с оператором техподдержки.Сотрудники отличаются высоким профессионализмом и вежливостью.,tinkoff-bank,2
464623,"Страховка навязанная. Взял кредит на сумму 500000 рублей, оплатил страховку в приделах 110000 рублей, в процессе ознакомления выяснилось что 86000 руб это ""согаз""обязательная страховка на весь период кредитования, а остальное какие-то доп. услуги. Так вот вопрос, если я откажусь от доп страхования, процентная ставка выростит до базовой сотрудник банка не смог дать уверенный ответ.",gazprombank,1
530544,"Хорошая чат-поддержка Отличный банк. Любой вопрос в чате решается в течение 10 минут. Никакого дискомфорта или негатива, все работает так как мне нравится",sovkombank,2
442829,"Транзакции на оплату интернет магазина Экзист. Ру Как можно кормить завтраками! Мою проблему решают отписками. Заказываю запчасти на сайте Экзист. Ру. Никак немогу оплатить заказ, потому что оплата не проходит , ошибка второй день, а заказ так и не посылается в работу пока не поступит оплата. При общении с консультантами, мне никакой информации не предоставляют, пока я не скажу номер своего паспорта. С какой это стати я должен говорить свой номер паспорта, если я являюсь клиентом стороннего банка. Незнаю каккое у низ обслуживание со своими клиентами. Всетаки решите как то мою проблему, но думаю не только мою, а клиентам интернет магазина экзист. Ру",gazprombank,0
518195,"Мнение о банке ухудшается. Банк сначала радовал, но дальше всё хуже и хуже. Урезали все бонусы. Комиссия за снятие наличных. Очень раздражает, когда звонят и тараторят, предлагают завести карту Халва.. А я имею эту карту уже несколько лет. И дело не в моей фамилии лично. Дело в смене политики банка вцелом. Печально.",sovkombank,1
497457,"Вклады, работа с банком Пользуюсь картой халва с 2018 года. Доволен обслуживанием и работой с банком. Особенно нравится программа по вкладам",sovkombank,1
529558,"Помощь 24/7 Всегда знаешь, что сотрудники банка прийдут на помощь и постараются решить возникшие у вас проблемы. В большинстве случаев вопрос решается положительно в пользу клиента банка.Очень надёжные и внимательные сотрудники, относятся к проблемам Клиента, как к своим. Профессионально решают поставленные задачи.У меня отменилась поездка, авиакомпания отменила рейс, отель был куплен через турагентство, турагентство отказалось возвращать деньги за отель аргументируя свои действия тем, что их не касается по какой причине я не смог добраться до отеля. Банк отнёсся более внимательно к моей проблеме и вернул деньги в полном объёме, вызывает восхищение высокий профессионализм и забота работников банка о клиентах! Большое спасибо!",tinkoff-bank,2
